area_type,availability,size,society,total_sqft,bath,balcony,price,site_location
Super built-up  Area,Ready To Move,2 BHK,Prarkun,1128,2,1,64,Tilak Road
Plot  Area,Ready To Move,2 Bedroom,,680,2,0,42,Uruli Devachi
Plot  Area,Ready To Move,2 Bedroom,Clood E,2400,2,1,95,Vadgaon Budruk
Built-up  Area,Ready To Move,2 BHK,,1045,2,2,42,Wadgaon Sheri
Built-up  Area,Ready To Move,2 BHK,,955,2,3,53.55,Viman Nagar
Super built-up  Area,Ready To Move,3 BHK,,1360,2,2,54.39,Vishrant Wadi
Super built-up  Area,Ready To Move,2 BHK,Mames M,1150,2,2,63,Wagholi
Built-up  Area,19-Mar,4 Bedroom,Gollela,3450,4,3,294,Wakadewadi
Super built-up  Area,18-Oct,2 BHK,,1115,2,2,56.87,Wanowrie
Super built-up  Area,Ready To Move,2 BHK,DLhtsen,920,2,2,46,Warje
Super built-up  Area,18-Jun,2 BHK,,1030,2,1,41,Yerawada
Super built-up  Area,Ready To Move,3 BHK,Soitya ,1564,3,1,101,Alandi Road
Super built-up  Area,Ready To Move,2 BHK,SirlsPe,1045,2,1,45,Ambegaon Budruk
Plot  Area,Ready To Move,4 Bedroom,,1200,4,1,83,Anandnagar
Built-up  Area,Ready To Move,2 BHK,,1277,2,2,55,Aundh
Super built-up  Area,Ready To Move,3 BHK,SoniaPe,2479.13,3,1,215,Aundh Road
Super built-up  Area,Ready To Move,3 BHK,Adeatlm,1846,3,2,140,Balaji Nagar
Built-up  Area,Ready To Move,2 BHK,,1100,2,0,106,Baner
Super built-up  Area,Ready To Move,3 BHK,Muncy R,1690,3,,75,Baner road
Plot  Area,17-Jul,2 Bedroom,,1200,3,0,70,Bhandarkar Road
Built-up  Area,Ready To Move,4 Bedroom,InllaPa,3042,4,0,131,Bhavani Peth
Super built-up  Area,Ready To Move,3 BHK,Brway G,1640,3,3,223,Bibvewadi
Built-up  Area,19-Mar,2 BHK,GKncysi,1068,2,1,40.05,Bopodi
Super built-up  Area,Ready To Move,2 BHK,SGiewrk,1135,2,2,58,Budhwar Peth
Super built-up  Area,Ready To Move,3 BHK,,1925,3,2,120,Bund Garden Road
Super built-up  Area,Ready To Move,3 BHK,,1615,3,2,60,Camp
Super built-up  Area,Ready To Move,1 BHK,,650,1,1,26,Chandan Nagar
Plot  Area,Ready To Move,9 Bedroom,,1200,9,3,120,Dapodi
Super built-up  Area,Ready To Move,2 BHK,AnaveEn,1150,2,3,42,Deccan Gymkhana
Plot  Area,Ready To Move,6 Bedroom,,930,6,1,135,Dehu Road
Super built-up  Area,18-Mar,3 BHK,,1410,2,2,45.12,Dhankawadi
Built-up  Area,Ready To Move,3 Bedroom,,600,2,0,100,Dhayari Phata
Super built-up  Area,18-Apr,3 BHK,,2000,3,3,207,Dhole Patil Road
Super built-up  Area,Ready To Move,3 BHK,Sahtsva,1354,3,1,90,Erandwane
Plot  Area,Ready To Move,2 Bedroom,,1050,2,0,110,Fatima Nagar
Built-up  Area,Ready To Move,1 BHK,,600,1,1,28,Fergusson College Road
Plot  Area,Ready To Move,4 Bedroom,SLncyaj,1320,2,1,110,Ganesh Peth
Super built-up  Area,18-May,3 BHK,,1600,3,2,88,Ganeshkhind
Built-up  Area,Ready To Move,4 Bedroom,ColeyNa,3500,6,2,225,Ghorpade Peth
Super built-up  Area,Ready To Move,2 BHK,Samesan,1000,2,1,36,Ghorpadi
Super built-up  Area,Ready To Move,3 BHK,VBavaai,1130,3,1,38,Gokhale Nagar
Super built-up  Area,Ready To Move,2 BHK,,1238,2,1,67,Gultekdi
Super built-up  Area,Ready To Move,3 BHK,Vaour S,2204,2,3,305,Guruwar peth
Plot  Area,Ready To Move,8 Bedroom,,1200,12,,110,Hadapsar
Super built-up  Area,18-Apr,3 BHK,,1364,2,3,46.38,Hadapsar Industrial Estate
Built-up  Area,Ready To Move,2 BHK,,900,2,1,45,Hingne Khurd
Super built-up  Area,Ready To Move,3 BHK,MauilTr,1745,3,2,104,Jangali Maharaj Road
Super built-up  Area,Ready To Move,2 BHK,,1200,2,1,53.33,Kalyani Nagar
Super built-up  Area,Ready To Move,2 BHK,,1020,2,1,42.83,Karve Nagar
Super built-up  Area,18-Dec,3 BHK,,1650,3,2,118,Karve Road
Super built-up  Area,Ready To Move,3 BHK,MaaveEn,1550,2,3,70,Kasba Peth
Super built-up  Area,Ready To Move,2 BHK,,1440,2,2,60,Katraj
Super built-up  Area,Ready To Move,3 BHK,Soe 2as,1329,2,2,45.95,Khadaki
Super built-up  Area,Ready To Move,2 BHK,Prareth,916,2,1,42,Khadki
Super built-up  Area,Ready To Move,1 BHK,NiarkHy,688,1,2,50,Kharadi
Super built-up  Area,Ready To Move,3 BHK,Sholaya,1358,3,3,50,Kondhwa
Super built-up  Area,19-Jul,2 BHK,Soazak ,1331,2,1,107,Kondhwa Budruk
Super built-up  Area,Ready To Move,1 BHK,Kaamai ,686,1,1,62.5,Kondhwa Khurd
Super built-up  Area,Ready To Move,2 BHK,Sulla S,1050,2,2,50,Koregaon Park
Super built-up  Area,Ready To Move,3 BHK,Sodgere,2106,3,2,126,Kothrud
Super built-up  Area,18-Jul,3 BHK,Rosha I,1718,3,2,90.2,Law College Road
Super built-up  Area,Ready To Move,3 BHK,GrrvaGr,1530,3,2,57,Laxmi Road
Super built-up  Area,Ready To Move,2 BHK,,1206,2,2,56,Lulla Nagar
Built-up  Area,Ready To Move,2 BHK,Arade A,1075,2,3,52,Mahatma Gandhi Road
Plot  Area,18-Dec,3 Bedroom,,1200,3,1,95,Mangalwar peth
Super built-up  Area,18-Dec,3 BHK,DSdidSp,1936,2,2,54.21,Manik Bagh
Super built-up  Area,Ready To Move,4 BHK,K dotna,2172.65,3,3,120,Market yard
Super built-up  Area,Ready To Move,3 BHK,,1100,2,2,75,Model colony
Plot  Area,Ready To Move,3 Bedroom,,1260,5,1,185,Mukund Nagar
Plot  Area,Ready To Move,8 Bedroom,,990,12,0,120,Mundhawa
Plot  Area,Ready To Move,3 Bedroom,,800,2,1,80,Nagar Road
Super built-up  Area,Ready To Move,2 BHK,Soikaa ,1117,2,3,29.99,Nana Peth
Built-up  Area,Ready To Move,3 BHK,Suncy R,1685,2,1,110,Narayan Peth
Super built-up  Area,Ready To Move,2 BHK,AnncyRe,740,2,1,37,Narayangaon
Plot  Area,Ready To Move,4 Bedroom,,1080,4,2,250,Navi Peth
Plot  Area,Ready To Move,4 Bedroom,,1500,2,2,93,Padmavati
Super built-up  Area,Ready To Move,3 BHK,Bregae ,1800,3,2,115,Parvati Darshan
Super built-up  Area,Ready To Move,3 BHK,PuontBe,1700,3,2,130,Pashan
Built-up  Area,Ready To Move,2 BHK,Kinumsh,850,2,2,37.93,Paud Road
Super built-up  Area,Ready To Move,3 BHK,SaireSa,1891,3,1,139,Pirangut
Built-up  Area,Ready To Move,2 BHK,Prensin,1400,1,1,80,Prabhat Road
Super built-up  Area,Ready To Move,2 BHK,,1172,2,2,82,Pune Railway Station
Super built-up  Area,18-May,3 BHK,,1400,2,2,40.43,Rasta Peth
Built-up  Area,Ready To Move,2 BHK,DSgam S,896,2,1,43.75,Raviwar Peth
Super built-up  Area,20-Jun,2 BHK,Saityat,1180,2,2,65,Sadashiv Peth
Plot  Area,Ready To Move,7 Bedroom,,2460,7,1,350,Sahakar Nagar
Built-up  Area,Ready To Move,2 BHK,Siise R,850,2,1,33,Salunke Vihar
Super built-up  Area,19-Oct,1 BHK,,530,1,1,18,Sasson Road
Super built-up  Area,18-Jul,3 BHK,,1550,3,3,110,Satara Road
Super built-up  Area,19-Dec,3 BHK,GoityEt,1699,3,3,97,Senapati Bapat Road
Super built-up  Area,17-Oct,4 BHK,NiCodCa,2025,4,3,109,Shaniwar Peth
Super built-up  Area,18-Jun,1 BHK,,500,2,2,14,Shivaji Nagar
Built-up  Area,Ready To Move,1 BHK,Jeshan ,500,1,0,20,Shukrawar Peth
Built-up  Area,Ready To Move,2 BHK,,1146,2,1,38.5,Sinhagad Road
Super built-up  Area,Ready To Move,3 BHK,Sariaat,2475,4,3,332,Somwar Peth
Super built-up  Area,Ready To Move,2 BHK,Rencyed,1455,2,1,145,Swargate
Plot  Area,Ready To Move,2 Bedroom,,800,1,0,50,Tilak Road
Super built-up  Area,Ready To Move,1 BHK,,765,2,2,30,Uruli Devachi
Super built-up  Area,Ready To Move,3 BHK,Soiewre,1521,3,1,94.99,Vadgaon Budruk
Super built-up  Area,Ready To Move,3 BHK,,1600,2,2,55,Wadgaon Sheri
Super built-up  Area,Ready To Move,3 BHK,Prurten,3155,4,2,370,Viman Nagar
Super built-up  Area,Ready To Move,3 BHK,GonumPl,2900,4,,240,Vishrant Wadi
Super built-up  Area,Ready To Move,3 BHK,Reicace,1765,3,3,105,Wagholi
Super built-up  Area,Ready To Move,3 BHK,Incksaf,1980,3,2,88,Wakadewadi
Built-up  Area,Ready To Move,3 Bedroom,,1900,3,1,135,Wanowrie
Super built-up  Area,Ready To Move,2 BHK,Dural C,1265,2,3,70,Warje
Super built-up  Area,Ready To Move,2 BHK,Niara S,1034,2,3,40,Yerawada
Built-up  Area,Ready To Move,2 BHK,,1012,2,1,59,Alandi Road
Super built-up  Area,Ready To Move,2 BHK,GMown E,1070,2,1,54,Ambegaon Budruk
Built-up  Area,Ready To Move,4 Bedroom,,3555,4,1,230,Anandnagar
Super built-up  Area,Ready To Move,3 BHK,,1270,2,2,70,Aundh
Plot  Area,Ready To Move,2 Bedroom,,585,1,0,70,Aundh Road
Super built-up  Area,Ready To Move,3 BHK,AkletBa,2045,4,3,154,Balaji Nagar
Super built-up  Area,Ready To Move,3 BHK,AkonyHa,1490,2,2,98,Baner
Built-up  Area,Ready To Move,7 Bedroom,,6150,6,1,830,Baner road
Super built-up  Area,Ready To Move,2 BHK,,883,2,1,40,Bhandarkar Road
Super built-up  Area,Ready To Move,1 BHK,IBityin,671,1,1,36.85,Bhavani Peth
Super built-up  Area,Ready To Move,2 BHK,Elentrk,1156,2,2,32,Bibvewadi
Super built-up  Area,Ready To Move,3 BHK,NDionas,2017,3,2,125,Bopodi
Super built-up  Area,Ready To Move,4 BHK,Prtanha,3122,6,2,235,Budhwar Peth
Super built-up  Area,18-Jul,3 BHK,ViistLa,1635,3,1,62,Bund Garden Road
Built-up  Area,Ready To Move,7 Bedroom,,4400,9,,120,Camp
Super built-up  Area,19-Jul,2 BHK,Soazak ,1296,2,1,89,Chandan Nagar
Plot  Area,Ready To Move,6 Bedroom,,2400,4,2,280,Dapodi
Super built-up  Area,Ready To Move,2 BHK,PrityTr,1139,2,2,62,Deccan Gymkhana
Super built-up  Area,18-Aug,2 BHK,,1230,3,2,47,Dehu Road
Super built-up  Area,Ready To Move,1 BHK,,581.91,2,1,25,Dhankawadi
Super built-up  Area,19-Dec,2 BHK,Shestlo,1245,2,1,86.28,Dhayari Phata
Plot  Area,Ready To Move,3 Bedroom,,1158,2,2,85,Dhole Patil Road
Built-up  Area,Ready To Move,4 BHK,PueraRi,3951,4,2,220,Erandwane
Super built-up  Area,Ready To Move,2 BHK,Itelaa ,550,1,1,15,Fatima Nagar
Super built-up  Area,Ready To Move,1 BHK,ItRRVna,360,1,1,26,Fergusson College Road
Super built-up  Area,Ready To Move,3 BHK,,1350,3,1,55,Ganesh Peth
Built-up  Area,Ready To Move,3 BHK,Soweray,1670,3,2,120,Ganeshkhind
Super built-up  Area,Ready To Move,3 BHK,,1600,2,2,65,Ghorpade Peth
Super built-up  Area,Ready To Move,2 BHK,,1307,2,2,51.6,Ghorpadi
Built-up  Area,Ready To Move,3 BHK,LencyRe,1050,2,1,57,Gokhale Nagar
Super built-up  Area,Ready To Move,3 BHK,ChionCo,1703,3,,101,Gultekdi
Super built-up  Area,Ready To Move,3 BHK,Baowsig,1210,2,1,58,Guruwar peth
Built-up  Area,18-Dec,2 BHK,,1025,2,1,29.6,Hadapsar
Super built-up  Area,Ready To Move,2 BHK,RInceeg,1140,2,2,43,Hadapsar Industrial Estate
Super built-up  Area,Ready To Move,3 BHK,Vasta C,1343,2,2,56.41,Hingne Khurd
Super built-up  Area,Ready To Move,3 BHK,,1560,3,2,85,Jangali Maharaj Road
Super built-up  Area,17-Aug,2 BHK,Sothin ,925,2,2,51,Kalyani Nagar
Super built-up  Area,Ready To Move,3 BHK,SoapeSu,1420,2,2,75,Karve Nagar
Built-up  Area,Ready To Move,2 BHK,Dhnts A,1415,2,3,110,Karve Road
Super built-up  Area,Ready To Move,2 BHK,Aaityi ,1210,2,2,60,Kasba Peth
Super built-up  Area,Ready To Move,3 BHK,RNvasth,1852,3,2,160,Katraj
Super built-up  Area,Ready To Move,3 BHK,Deiveer,1250,3,2,50,Khadaki
Super built-up  Area,21-Sep,2 BHK,Vasisvi,1100,2,1,65,Khadki
Super built-up  Area,Ready To Move,2 BHK,,1150,2,1,40.25,Kharadi
Super built-up  Area,20-Dec,2 BHK,ArndsSk,1100,2,1,53.35,Kondhwa
Plot  Area,Ready To Move,2 Bedroom,Bhgarve,1350,1,0,100,Kondhwa Budruk
Super built-up  Area,Ready To Move,3 BHK,SVnamnd,1546,3,2,99,Kondhwa Khurd
Super built-up  Area,Ready To Move,2 BHK,SoechHa,1424,2,2,90,Koregaon Park
Built-up  Area,Ready To Move,3 BHK,Itnaia ,1398,3,1,68,Kothrud
Super built-up  Area,Ready To Move,3 BHK,MCtleas,1650,3,2,200,Law College Road
Plot  Area,Ready To Move,4 Bedroom,,1200,4,0,120,Laxmi Road
Super built-up  Area,Ready To Move,3 BHK,Mapleer,1476,3,2,105,Lulla Nagar
Built-up  Area,Ready To Move,2 Bedroom,,500,2,1,70,Mahatma Gandhi Road
Super built-up  Area,18-Aug,3 BHK,Vrenty ,1322,2,2,58.82,Mangalwar peth
Plot  Area,Ready To Move,2 Bedroom,,432,2,1,40,Manik Bagh
Built-up  Area,Ready To Move,2 BHK,,1100,2,2,55,Market yard
Super built-up  Area,Ready To Move,4 BHK,,4750,5,,600,Model colony
Built-up  Area,Ready To Move,3 BHK,Ahownve,1285,2,2,68,Mukund Nagar
Built-up  Area,Ready To Move,2 BHK,SJodsed,1150,2,2,80,Mundhawa
Super built-up  Area,Ready To Move,3 BHK,MenueNo,1430,2,2,56,Nagar Road
Super built-up  Area,Ready To Move,3 BHK,,1350,2,2,62,Nana Peth
Plot  Area,Ready To Move,3 Bedroom,,1350,3,3,195,Narayan Peth
Built-up  Area,Ready To Move,2 BHK,Kenia G,1185,2,2,65,Narayangaon
Super built-up  Area,Ready To Move,3 BHK,Leate O,1760,3,2,67,Navi Peth
Plot  Area,Ready To Move,4 Bedroom,,2400,5,2,350,Padmavati
Super built-up  Area,21-Dec,2 BHK,,900,2,1,41,Parvati Darshan
Super built-up  Area,19-Jul,2 BHK,Soazak ,1297,2,1,105,Pashan
Super built-up  Area,Ready To Move,3 BHK,SodilDa,1840,3,2,155,Paud Road
Built-up  Area,Ready To Move,2 BHK,,950,2,1,50.79,Pirangut
Plot  Area,Ready To Move,5 Bedroom,,1200,4,1,70,Prabhat Road
Carpet  Area,Ready To Move,2 BHK,Jancyva,950,2,1,52,Pune Railway Station
Super built-up  Area,Ready To Move,2 BHK,Prthand,1250 - 1305,2,0,95.815,Rasta Peth
Super built-up  Area,18-Jan,3 BHK,Prarkun,1571,3,2,89,Raviwar Peth
Super built-up  Area,Ready To Move,2 BHK,Brods W,1031,2,1,55,Sadashiv Peth
Super built-up  Area,19-Dec,2 BHK,Goted U,1485,2,1,90,Sahakar Nagar
Super built-up  Area,18-Dec,2 BHK,Marnara,1109,2,1,60,Salunke Vihar
Super built-up  Area,Ready To Move,3 BHK,,2200,3,2,180,Sasson Road
Super built-up  Area,18-Apr,1 BHK,Prtates,950,1,1,50,Satara Road
Plot  Area,Ready To Move,3 Bedroom,,1200,2,0,150,Senapati Bapat Road
Super built-up  Area,18-Jul,2 BHK,Mahesr ,1161,2,1,55.15,Shaniwar Peth
Super built-up  Area,Ready To Move,3 BHK,,2350,3,3,300,Shivaji Nagar
Super built-up  Area,18-Apr,2 BHK,MJtroty,1003,2,1,40.6,Shukrawar Peth
Plot  Area,Ready To Move,2 Bedroom,,1350,2,1,185,Sinhagad Road
Super built-up  Area,18-Jun,2 BHK,,1080,2,2,37,Somwar Peth
Super built-up  Area,Ready To Move,2 BHK,RatosAr,1255,2,2,73,Swargate
Super built-up  Area,Ready To Move,2 BHK,,1250,2,0,60,Tilak Road
Plot  Area,Ready To Move,4 Bedroom,,1700,4,1,152,Uruli Devachi
Plot  Area,Ready To Move,3 Bedroom,,1200,2,0,66,Vadgaon Budruk
Built-up  Area,Ready To Move,2 BHK,,824,2,0,60,Wadgaon Sheri
Super built-up  Area,Ready To Move,3 BHK,Prhtsok,1875,3,1,167,Viman Nagar
Built-up  Area,18-Aug,3 BHK,,1320,2,1,38.12,Vishrant Wadi
Plot  Area,Ready To Move,5 Bedroom,,9600,5,2,550,Wagholi
Super built-up  Area,Ready To Move,3 BHK,Aklia R,1330,2,1,47,Wakadewadi
Super built-up  Area,Ready To Move,3 BHK,,1220,3,2,56,Wanowrie
Super built-up  Area,18-Dec,3 BHK,,1111,3,1,50,Warje
Super built-up  Area,Ready To Move,2 BHK,,1197,2,1,47.88,Yerawada
Super built-up  Area,Ready To Move,4 BHK,Prionad,2519,5,2,185,Alandi Road
Super built-up  Area,18-Aug,3 BHK,,1340,2,1,100,Ambegaon Budruk
Plot  Area,Ready To Move,4 Bedroom,Feowsdi,1450,3,3,132,Anandnagar
Super built-up  Area,22-Jun,3 BHK,GoAirej,1837,3,3,145,Aundh
Plot  Area,Ready To Move,4 Bedroom,,1200,4,,245,Aundh Road
Super built-up  Area,Ready To Move,2 BHK,ACiteda,1238,2,3,55,Balaji Nagar
Super built-up  Area,Ready To Move,3 BHK,Vasta C,1405,2,2,59.01,Baner
Super built-up  Area,Ready To Move,4 BHK,,1690,3,2,80,Baner road
Built-up  Area,Ready To Move,3 BHK,,1620,2,1,110,Bhandarkar Road
Super built-up  Area,Ready To Move,3 BHK,PuandHi,1673,3,2,115,Bhavani Peth
Plot  Area,Ready To Move,2 Bedroom,,1090,2,0,58,Bibvewadi
Super built-up  Area,Ready To Move,2 BHK,DSingSt,1112,2,2,40,Bopodi
Super built-up  Area,Ready To Move,3 BHK,,1385,2,2,66.65,Budhwar Peth
Super built-up  Area,Ready To Move,2 BHK,Assha A,545,1,1,27,Bund Garden Road
Super built-up  Area,Ready To Move,2 BHK,Mayne A,985,2,1,58,Camp
Super built-up  Area,20-Dec,1 BHK,GolusLi,670 - 980,1,0,36.29,Chandan Nagar
Super built-up  Area,Ready To Move,2 BHK,,1080,2,1,37.8,Dapodi
Super built-up  Area,19-Mar,2 BHK,Sosisic,1430,2,1,97.52,Deccan Gymkhana
Super built-up  Area,Ready To Move,2 BHK,Malowr ,1050,2,2,43,Dehu Road
Plot  Area,Ready To Move,4 Bedroom,,2000,4,1,139,Dhankawadi
Built-up  Area,Ready To Move,4 Bedroom,,4800,4,3,190,Dhayari Phata
Built-up  Area,Ready To Move,3 BHK,Arnorya,1533,3,2,115,Dhole Patil Road
Plot  Area,Ready To Move,4 Bedroom,,2800,3,2,500,Erandwane
Super built-up  Area,Ready To Move,3 BHK,Vaonyi ,2610,3,,399,Fatima Nagar
Super built-up  Area,Ready To Move,3 BHK,RothaVa,1750,3,2,150,Fergusson College Road
Plot  Area,Ready To Move,3 Bedroom,,1200,2,0,66,Ganesh Peth
Super built-up  Area,Ready To Move,2 BHK,Prlmsge,1352,2,2,87.5,Ganeshkhind
Super built-up  Area,Ready To Move,3 BHK,SosicCl,1754,3,2,125,Ghorpade Peth
Built-up  Area,Ready To Move,3 BHK,Paion P,1560,3,2,85,Ghorpadi
Super built-up  Area,18-Jul,4 BHK,Mamespa,3012,6,2,268,Gokhale Nagar
Super built-up  Area,Ready To Move,4 BHK,,3584,4,,199,Gultekdi
Super built-up  Area,Ready To Move,3 BHK,Pritehi,1470,2,1,90,Guruwar peth
Built-up  Area,Ready To Move,2 BHK,NaensGa,1035,2,1,45,Hadapsar
Plot  Area,Ready To Move,4 Bedroom,PrOakSi,2400,5,,329,Hadapsar Industrial Estate
Built-up  Area,Ready To Move,2 BHK,,1160,2,1,52,Hingne Khurd
Super built-up  Area,Ready To Move,2 BHK,Elidet ,1100,2,2,52,Jangali Maharaj Road
Super built-up  Area,Ready To Move,2 BHK,,1170,2,,38,Kalyani Nagar
Super built-up  Area,19-Dec,1 BHK,Hiatei ,595,1,1,31.83,Karve Nagar
Super built-up  Area,Ready To Move,3 BHK,Brstark,1650,3,2,110,Karve Road
Super built-up  Area,Ready To Move,3 BHK,,1875,2,3,235,Kasba Peth
Super built-up  Area,Ready To Move,4 BHK,,800,4,1,80,Katraj
Super built-up  Area,Ready To Move,3 BHK,,1375,2,3,48.06,Khadaki
Super built-up  Area,18-Jun,2 BHK,ViistLa,1235,2,1,46.8,Khadki
Super built-up  Area,Ready To Move,1 BHK,,750,1,2,25,Kharadi
Built-up  Area,Ready To Move,3 BHK,Eladero,1400,3,1,115,Kondhwa
Super built-up  Area,Ready To Move,3 BHK,,1270,2,2,50.79,Kondhwa Budruk
Super built-up  Area,18-Dec,2 BHK,,1105,2,1,51,Kondhwa Khurd
Super built-up  Area,Ready To Move,3 BHK,NeendLe,1375,2,3,85,Koregaon Park
Plot  Area,Ready To Move,4 Bedroom,,2168,4,2,95,Kothrud
Built-up  Area,Ready To Move,8 Bedroom,,1200,8,3,90,Law College Road
Super built-up  Area,Ready To Move,2 BHK,Ulure S,1065,2,1,40.84,Laxmi Road
Plot  Area,Ready To Move,3 Bedroom,,3800,3,0,580,Lulla Nagar
Plot  Area,Ready To Move,9 Bedroom,,3125,9,,350,Mahatma Gandhi Road
Super built-up  Area,Ready To Move,1 BHK,UKe 2nz,825,1,1,45,Mangalwar peth
Built-up  Area,Ready To Move,2 BHK,,1095,2,0,40,Manik Bagh
Plot  Area,Ready To Move,3 Bedroom,,720,3,3,65,Market yard
Super built-up  Area,18-Jul,3 BHK,Plowsri,1440,2,2,60.33,Model colony
Super built-up  Area,Ready To Move,2 BHK,GMown E,870,2,1,39.5,Mukund Nagar
Super built-up  Area,Ready To Move,2 BHK,Prcesvy,1195,2,1,84,Mundhawa
Super built-up  Area,Ready To Move,2 BHK,,1200,2,1,49.5,Nagar Road
Super built-up  Area,Ready To Move,3 BHK,Lancy R,1530,3,3,61.2,Nana Peth
Super built-up  Area,17-Oct,3 BHK,,1708,2,1,90.5,Narayan Peth
Super built-up  Area,Ready To Move,2 BHK,Saeina ,975,2,1,43,Narayangaon
Built-up  Area,Ready To Move,2 BHK,,750,2,1,25,Navi Peth
Plot  Area,Ready To Move,8 Bedroom,,1200,8,2,190,Padmavati
Super built-up  Area,18-Dec,3 BHK,DNionfl,1920,3,2,130,Parvati Darshan
Plot  Area,Ready To Move,6 Bedroom,,1200,5,2,240,Pashan
Super built-up  Area,21-Dec,2 BHK,Bhe 2ko,1183,2,1,58.56,Paud Road
Plot  Area,Ready To Move,4 Bedroom,,1140,4,1,90,Pirangut
Super built-up  Area,Ready To Move,3 BHK,Inasy E,1550,2,2,65,Prabhat Road
Super built-up  Area,Ready To Move,2 BHK,Frides ,1110,2,3,53,Pune Railway Station
Plot  Area,Ready To Move,8 Bedroom,,1500,10,3,165,Rasta Peth
Super built-up  Area,Ready To Move,2 BHK,SLireap,1105,2,1,38.67,Raviwar Peth
Plot  Area,Ready To Move,3 Bedroom,,1800,3,2,68,Sadashiv Peth
Super built-up  Area,Ready To Move,5 BHK,,2800,4,2,200,Sahakar Nagar
Super built-up  Area,18-Jul,2 BHK,,1000,2,2,29.9,Salunke Vihar
Built-up  Area,Ready To Move,2 BHK,,1190,2,2,68,Sasson Road
Plot  Area,Ready To Move,4 Bedroom,,1350,4,1,200,Satara Road
Super built-up  Area,19-Oct,4 BHK,SNontle,3067,4,2,230,Senapati Bapat Road
Super built-up  Area,18-May,3 BHK,PualeSk,1929,4,1,103,Shaniwar Peth
Built-up  Area,Ready To Move,3 BHK,SVyam N,1525,3,1,100,Shivaji Nagar
Super built-up  Area,Ready To Move,3 BHK,Ceste C,1775,3,3,110,Shukrawar Peth
Built-up  Area,Ready To Move,2 BHK,Koestpt,1125,2,1,63,Sinhagad Road
Super built-up  Area,Ready To Move,2 BHK,,900,2,2,42,Somwar Peth
Super built-up  Area,18-Mar,2 BHK,,1155,2,1,58,Swargate
Built-up  Area,Ready To Move,4 Bedroom,,1200,4,0,75,Tilak Road
Super built-up  Area,Ready To Move,2 BHK,Skacak ,1268,2,1,73,Uruli Devachi
Built-up  Area,Ready To Move,3 BHK,SVstos ,1500,3,2,88,Vadgaon Budruk
Super built-up  Area,18-Jan,1 BHK,Prarkun,630,1,1,47,Wadgaon Sheri
Super built-up  Area,Ready To Move,3 BHK,Paoliy ,1525,3,2,65,Viman Nagar
Super built-up  Area,Ready To Move,2 BHK,Mebhaee,1060,2,2,48,Vishrant Wadi
Super built-up  Area,Ready To Move,3 BHK,Soiewre,1687,3,3,127,Wagholi
Super built-up  Area,Ready To Move,3 BHK,Soitya ,1847,3,2,123,Wakadewadi
Super built-up  Area,Ready To Move,3 BHK,Dhalsh ,1410,2,3,53,Wanowrie
Super built-up  Area,Ready To Move,2 BHK,SrncyRe,1075,2,1,42.99,Warje
Super built-up  Area,Ready To Move,4 BHK,PhestOn,3526,4,,492,Yerawada
Built-up  Area,Ready To Move,3 Bedroom,,3000,3,0,338,Alandi Road
Built-up  Area,18-Apr,3 BHK,,1500,2,1,143,Ambegaon Budruk
Built-up  Area,Ready To Move,2 BHK,Sioma A,1010,2,2,46,Anandnagar
Super built-up  Area,18-Jul,3 BHK,SNnia E,1875,3,3,110,Aundh
Plot  Area,Ready To Move,5 Bedroom,,1200,6,,137,Aundh Road
Super built-up  Area,20-Dec,2 BHK,GolusLi,983,2,1,50.6,Balaji Nagar
Super built-up  Area,Ready To Move,2 BHK,,1101,2,2,65,Baner
Super built-up  Area,Ready To Move,2 BHK,DubowRa,1140,2,1,76,Baner road
Super built-up  Area,Ready To Move,2 BHK,Adeatlm,1215,2,2,110,Bhandarkar Road
Super built-up  Area,Ready To Move,2 BHK,,1007,2,3,42,Bhavani Peth
Super built-up  Area,Ready To Move,3 BHK,SoderLa,2039,3,2,168,Bibvewadi
Built-up  Area,Ready To Move,3 BHK,,1020,3,2,110,Bopodi
Super built-up  Area,Ready To Move,2 BHK,,1198,2,1,84,Budhwar Peth
Built-up  Area,Ready To Move,4 BHK,,4000,4,1,520,Bund Garden Road
Plot  Area,Ready To Move,4 Bedroom,,1470,4,2,34.5,Camp
Built-up  Area,Ready To Move,2 BHK,,1370,2,2,75,Chandan Nagar
Super built-up  Area,Ready To Move,2 BHK,,1316,2,3,55.5,Dapodi
Super built-up  Area,Ready To Move,3 BHK,Foity S,1350,3,1,55.5,Deccan Gymkhana
Super built-up  Area,18-May,2 BHK,,1050,2,1,43,Dehu Road
Carpet  Area,Ready To Move,3 BHK,Jahidva,1005.03 - 1252.49,3,0,47.405,Dhankawadi
Super built-up  Area,Ready To Move,2 BHK,PrwarSa,921,2,1,34,Dhayari Phata
Super built-up  Area,Ready To Move,2 BHK,Rasom B,1010,2,1,49.27,Dhole Patil Road
Super built-up  Area,18-Jun,2 BHK,MCnexva,1015,2,1,43,Erandwane
Plot  Area,Ready To Move,3 Bedroom,,1200,2,0,66.5,Fatima Nagar
Built-up  Area,Ready To Move,2 BHK,RothaVa,1179,2,1,75,Fergusson College Road
Built-up  Area,Ready To Move,4 BHK,,1850,4,2,86,Ganesh Peth
Super built-up  Area,Ready To Move,2 BHK,Prarkhi,870,2,1,24,Ganeshkhind
Super built-up  Area,Ready To Move,3 BHK,,1605,3,2,85,Ghorpade Peth
